,Medicine Name,Uses,Side_effects
231,Alitra 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
232,Amfocin Cream,Fungal nail infections,Blisters on skin Nail disorder Skin irritation Skin rash Erythema skin redness
233,Biospor 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
234,Canazole Cream,Fungal skin infections,Blisters Skin peeling Swelling Application site irritation
235,Dersil-AF Body Wash,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
236,Danclear  Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
237,Dencross Scalp Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness
238,Danblock Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness
239,Dermoquinol 8% Cream,Bacterial infections of external ear Fungal skin infections,Burning sensation Itching Rash Skin swelling Erythema skin redness
240,Dermicee Cream,Fungal skin infections,Paresthesia tingling or pricking sensation Burning sensation Dry skin
241,Denon Soap,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
242,Danket Shampoo,Fungal infections,Dryness Hair discoloration Abnormal hair texture Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
243,Dan Shine Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness
244,Denon Shampoo,Fungal infections,Dryness Hair discoloration Abnormal hair texture Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
245,Dermoquinol 8% Ointment,Bacterial infections of external ear Fungal skin infections,Burning sensation Itching Rash Skin swelling Erythema skin redness
246,Dphyte Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
247,Dany Cream,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
248,Ebernet Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
249,Ecovin 500 Tablet,Fungal infections,Headache Skin rash Nausea Diarrhea Dizziness
250,Eberfine Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
251,Ebernet-M Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
252,Episert Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin irritation
253,Episert Cream,Fungal infections,Application site reactions burning irritation itching and redness Skin irritation
254,Ebernet Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
255,Episert Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin irritation
256,Episert Cream,Fungal infections,Application site reactions burning irritation itching and redness Skin irritation
257,Eberjen-M Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
258,Ezhh Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
259,Esava Cream,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
260,Ebspor Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
261,Exizol Shampoo,Fungal infections,Dryness Hair discoloration Abnormal hair texture Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
262,Ericlear Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
263,Ebernet Lot,Fungal skin infections,Application site reactions burning irritation itching and redness
264,Emluz Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
265,Eberfun Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
266,Eberwin Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
267,Eberclin Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
268,Eberjen Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
269,Etaze-AF Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Burning sensation Skin atrophy Skin exfoliation
270,Ebernet Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
271,Eberclin-M Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
272,Ebermed 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
273,Elmovel TF Gel,Fungal skin infections,Application site reactions burning irritation itching and redness Burning sensation Skin atrophy Skin exfoliation
274,Etaze-AF Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Burning sensation Skin atrophy Skin exfoliation
275,Eukarit 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
276,Ebercos Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
277,Ebermac Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
278,Eberfine Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
279,Eberderm Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
280,Erbimesh Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
281,Episert Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin irritation
282,Episert Cream,Fungal infections,Application site reactions burning irritation itching and redness Skin irritation
283,Emrolfin Cream,Fungal infections,Limited data available
284,Ebspor Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
285,Eberwin Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
286,Erbinox Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
287,Erbinox Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
288,Flucos Gel,Fungal skin infections,Application site reactions burning irritation itching and redness Headache Nausea Stomach pain
289,Flucos Gel,Fungal infections,Application site reactions burning irritation itching and redness Headache Nausea Stomach pain
290,Fungicip 200 Tablet,Fungal infections,Headache Nausea Stomach pain
291,Fungikem 200 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
292,Forcan 200mg Infusion,Fungal infections,Headache Nausea Stomach pain
293,Flucos 400mg Tablet,Fungal infections,Headache Nausea Stomach pain
294,Fungikem 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
295,Fintop-AF Cream,Fungal nail infections,Blisters on skin Nail disorder Skin irritation Skin rash Erythema skin redness
296,Flumet 150mg Tablet,Fungal infections,Headache Nausea Stomach pain
297,FCN 200mg Tablet,Fungal infections,Headache Nausea Stomach pain
298,Funzi-IT 200 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
299,Fegus Vaginal Capsule,Fungal infections of vagina,Erythema skin redness
300,Flucos 200 Tablet,Fungal infections,Headache Nausea Stomach pain
301,Flumet 200mg Tablet,Fungal infections,Headache Nausea Stomach pain
302,Fusys DT Tablet,Fungal infections,Headache Nausea Stomach pain
303,Fungicros Cream,Fungal infections,Limited data available
304,Forcan 50 Tablet,Fungal infections,Headache Nausea Stomach pain
305,Fungeeheal 200 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
306,Fungiset 150mg Tablet,Fungal infections,Headache Nausea Stomach pain
307,Fenazol 150 Tablet,Fungal infections,Headache Nausea Stomach pain
308,FZHH Tablet,Fungal infections,Headache Nausea Stomach pain
309,Fungdid B Cream,Fungal skin infections,Paresthesia tingling or pricking sensation Burning sensation Dry skin
310,Funzi-IT 100mg Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
311,Flutas 400mg Tablet,Fungal infections,Headache Nausea Stomach pain
312,Flucos DT 50 Tablet,Fungal infections,Headache Nausea Stomach pain
313,Fungizole Cream,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
314,Fungikem 200 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
315,Fungeeheal 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
316,Flutas 150 Tablet,Fungal infections,Headache Nausea Stomach pain
317,Fenza-L Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
318,Fintrix Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
319,Funzi-L Lotion Alcohol Free,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
320,Fintop-AF Cream,Fungal nail infections,Blisters on skin Nail disorder Skin irritation Skin rash Erythema skin redness
321,Fenti Vaginal Capsule,Fungal infections of vagina,Erythema skin redness
322,Fungid Best 150mg Tablet,Fungal infections,Headache Nausea Stomach pain
323,Fungikem 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
324,F Next Dusting Powder,Fungal skin infections,Application site reactions burning irritation itching and redness
325,Funzi-L Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
326,Fintrix 500 Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
327,Fentiderm Cream,Fungal infections of vagina,Erythema skin redness
328,Fonafirst 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness
329,Funzi Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
330,Fenza Cream,Fungal infections of vagina,Erythema skin redness
331,Fungicip 150mg Tablet,Fungal infections,Headache Nausea Stomach pain
332,Flucos ITZ 200 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
333,Fungotek Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
334,Fluzol 150mg Tablet,Fungal infections,Headache Nausea Stomach pain
335,Funspor Dusting Powder,Fungal skin infections,Blisters Skin peeling Swelling Application site irritation
336,Flucos ITZ 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
337,Fungerase-L Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
338,Flumet 1% Soap,Fungal skin infections,Application site reactions burning irritation itching and redness Headache Nausea Stomach pain
339,Flumet 1% Soap,Fungal infections,Application site reactions burning irritation itching and redness Headache Nausea Stomach pain
340,Fentimax Cream,Fungal infections of vagina,Erythema skin redness
341,Fintrix Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
342,Fungidust Dusting Powder,Fungal skin infections,Blisters Skin peeling Swelling Application site irritation
