,Medicine Name,Uses,Side_effects
148,AB-Flo SR Tablet,Bronchitis,"Vomiting, Abdominal pain, Drowsiness, Heartburn, Increased white blood cell count, Loss of appetite, Rash, Itching, Constipation, Diarrhea, Abdominal discomfort, Abdominal distension, Esophageal bleeding, Red spots or bumps, Breathing problems, High white blood cell count, Nasal inflammation"
148,AB-Flo SR Tablet,Chronic obstructive pulmonary disease ,"Vomiting, Abdominal pain, Drowsiness, Heartburn, Increased white blood cell count, Loss of appetite, Rash, Itching, Constipation, Diarrhea, Abdominal discomfort, Abdominal distension, Esophageal bleeding, Red spots or bumps, Breathing problems, High white blood cell count, Nasal inflammation"
149,Ambrodil-Plus RF Syrup,Common cold,"Nausea, Stomach discomfort, Sleepiness, Insomnia difficulty in sleeping, Headache, Dizziness, Nervousness, Restlessness, Allergic reaction"
150,Asomex 2.5 Tablet,Hypertension ,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
150,Asomex 2.5 Tablet,Angina ,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
150,Asomex 2.5 Tablet,Heart attack,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
150,Asomex 2.5 Tablet,Stroke,"Ankle swelling, Dizziness, Fatigue, Flushing sense of warmth in the face ears neck and trunk, Headache, Palpitations, Abdominal pain, Muscle cramp, Nausea, Sleepiness, Visual disturbance, Dyspepsia, Breathlessness, Change in bowel habits"
151,Amlosafe 3D Tablet,Hypertension ,"Ankle swelling, Dizziness, Nausea, Peripheral edema, Mood changes, Visual disturbance"
152,Alkof Syrup,Cough with mucus,"Nausea, Diarrhea, Bloating, Indigestion, Vomiting, Stomach pain, Sweating, Dizziness, Headache, Skin rash, Hives, Tremors, Increased heart rate"
153,Angiplat 2.5 Capsule TR,Angina ,"Blurred vision, Decreased blood pressure, Dizziness, Headache, Increased heart rate, Lightheadedness, Paresthesia tingling or pricking sensation"
154,Aten 25 Tablet,Hypertension ,"Fatigue, Slow heart rate, Cold extremities, Gastrointestinal disturbance"
154,Aten 25 Tablet,Angina ,"Fatigue, Slow heart rate, Cold extremities, Gastrointestinal disturbance"
154,Aten 25 Tablet,Arrhythmia,"Fatigue, Slow heart rate, Cold extremities, Gastrointestinal disturbance"
154,Aten 25 Tablet,Heart attack,"Fatigue, Slow heart rate, Cold extremities, Gastrointestinal disturbance"
155,Admenta 10 Tablet,Alzheimer's disease,"Dizziness, Headache, Confusion, Constipation"
156,Aztor 40 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
156,Aztor 40 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
157,Alkof Junior Syrup,Dry cough,"Nausea, Vomiting, Loss of appetite, Headache"
158,Azithral 100 Liquid,Bacterial infections,"Nausea, Abdominal pain, Diarrhea"
159,Azibact 500 Tablet,Bacterial infections,"Nausea, Abdominal pain, Diarrhea"
160,Amrox-LS Syrup,Cough with mucus,"Nausea, Vomiting, Diarrhea, Upset stomach, Stomach pain, Allergic reaction, Dizziness, Headache, Rash, Hives, Tremors, Palpitations, Muscle cramp, Increased heart rate"
161,Abzorb Antifungal Soap,Fungal skin infections,"Blisters, Skin peeling, Swelling, Application site irritation"
162,Arip MT 5 Tablet,"Schizophrenia, Mania","Akathisia inability to stay still, Anxiety, Blurred vision, Constipation, Dizziness, Fatigue, Headache, Increased saliva production, Indigestion, Insomnia difficulty in sleeping, Nausea, Parkinsonism, Restlessness, Sleepiness, Tremors, Vomiting"
163,Axogurd-SR Tablet,Neuropathic pain,"Dizziness, Sleepiness, Tiredness, Uncoordinated body movements"
164,Alfusin Tablet PR,Benign prostatic hyperplasia,"Upper respiratory tract infection, Dizziness, Headache, Nausea, Abdominal pain, Impotence"
165,ATM 500 Tablet,Bacterial infections,"Nausea, Abdominal pain, Diarrhea"
166,Alerfix Total Tablet SR,Respiratory tract disorders associated with viscid mucus,"Nausea, Upset stomach, Dryness in mouth, Headache, Fatigue, Allergic reaction, Sleepiness, Flu like symptoms"
167,Advent 625 Tablet,Bacterial infections,"Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
168,Amlovas-AT Tablet,Hypertension ,"Sleepiness, Headache, Ankle swelling, Flushing sense of warmth in the face ears neck and trunk, Slow heart rate, Palpitations, Nausea, Edema swelling, Constipation, Tiredness, Cold extremities"
169,Aziderm 10% Gel,Acne,Application site reactions burning irritation itching and redness
170,Avil 50mg Tablet,Allergic conditions,Sedation
170,Avil 50mg Tablet,Respiratory disease with excessive mucus,Sedation
170,Avil 50mg Tablet,"Skin conditions with inflammation & itching, Treatment and prevention of, Meniere's disease",Sedation
171,Alivher Tablet,Erectile dysfunction,"Flushing sense of warmth in the face ears neck and trunk, Headache, Stiffness, Nosebleeds, Blurred vision, Indigestion, Muscle pain, Upset stomach, Rash"
172,Anafortan Injection,Abdominal cramp,"Palpitations, Arrhythmia irregular heartbeats, Increased heart rate, Dry skin, Excessive thirst, Dryness in mouth, Photophobia, Reduce bronchial secretion, Flushing sense of warmth in the face ears neck and trunk, Dilatation of pupil, Difficulty in urination, Loss of accommodation, Constipation"
173,Aprezo 30mg Tablet,Plaque psoriasis,"Diarrhea, Nausea, Vomiting"
174,Acnesol Gel,Bacterial infections,"Application site reactions burning irritation itching and redness, Skin rash, Stomach pain, Nausea, Vomiting, Diarrhea"
175,Amlopres 5 Tablet,Hypertension ,"Headache, Fatigue, Nausea, Abdominal pain, Sleepiness"
175,Amlopres 5 Tablet,Angina ,"Headache, Fatigue, Nausea, Abdominal pain, Sleepiness"
176,A-Ret 0.025% Gel,"Acne, Acute promyelocytic leukaemia","Erythema skin redness, Skin irritation, Dry skin, Dry lips, Pale red skin, Increased sensitivity to light"
177,Actibile 300 Tablet,Primary biliary cirrhosis,"Abdominal pain, Diarrhea, Hair loss, Itching, Nausea, Rash"
177,Actibile 300 Tablet,Gallbladder stones,"Abdominal pain, Diarrhea, Hair loss, Itching, Nausea, Rash"
178,Alex Syrup Sugar Free,Dry cough,"Nausea, Vomiting, Loss of appetite, Headache"
179,Azee 100mg Dry Syrup Peppermint,Bacterial infections,"Nausea, Abdominal pain, Diarrhea"
180,Alex-L Cough Syrup Mango,Dry cough,"Palpitations, Dizziness, Fainting, Fatigue, Headache, Sleepiness, Gastrointestinal disturbance, Confusion, Numbness"
181,Amtas 5 Tablet,Hypertension ,"Headache, Fatigue, Nausea, Abdominal pain, Sleepiness"
181,Amtas 5 Tablet,Angina ,"Headache, Fatigue, Nausea, Abdominal pain, Sleepiness"
182,Amoxyclav 375 Tablet,Bacterial infections,"Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
183,Arbitel-Trio 50 Tablet ER,Hypertension ,"Nausea, Taste change, Constipation, Diarrhea, Headache, Dizziness, Weakness, Ankle swelling, Flushing sense of warmth in the face ears neck and trunk, Edema swelling, Increased potassium level in blood, Slow heart rate, Numbness of extremity, Cold extremities, Decreased blood pressure"
184,Almox 250 Capsule,Bacterial infections,"Nausea, Diarrhea, Skin rash, Vomiting"
185,Amlopres TL Tablet,Hypertension ,"Sleepiness, Ankle swelling, Headache, Flushing sense of warmth in the face ears neck and trunk, Dizziness, Tiredness, Palpitations, Upset stomach, Increased potassium level in blood"
186,Asthakind-P Drops,Cough with mucus,"Excessive salivation, Fatigue, Paresthesia tingling or pricking sensation, Stomach discomfort, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea, Dizziness, Headache, Rash, Tremors, Increased heart rate, Indigestion, Bloating, Upper abdominal pain, Urticaria, Itching, Sweating, Changes in serum aminotransferase levels"
187,Aztor 20 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
187,Aztor 20 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
188,Azulix 1 MF Tablet PR,Type 2 diabetes mellitus,"Hypoglycemia low blood glucose level, Headache, Nausea, Diarrhea, Flatulence"
189,Aqualube Eye Drop,Dry eyes,"Eye irritation, Burning eyes, Eye discomfort, Eye itching, Eye pain"
190,Ambrolite Syrup,Respiratory tract disorders associated with viscid mucus,"Vomiting, Nausea, Upset stomach"
191,Aztor Asp 75 Capsule,,"Abdominal pain, Constipation, Flatulence, Increased liver enzymes, Hepatitis viral infection of liver, Reye s syndrome like symptoms"
191,Aztor Asp 75 Capsule,heart attack and stroke,"Abdominal pain, Constipation, Flatulence, Increased liver enzymes, Hepatitis viral infection of liver, Reye s syndrome like symptoms"
192,Acuclav 625 Tablet,Bacterial infections,"Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
193,Ascoril SF Expectorant,Cough with mucus,"Nausea, Diarrhea, Bloating, Indigestion, Vomiting, Stomach pain, Sweating, Dizziness, Headache, Skin rash, Hives, Tremors, Increased heart rate"
194,Acutret 20 Capsule,Acne,"Dry skin, Increased liver enzymes, Rash"
195,Adalene Nanogel Gel,Acne,"Skin peeling, Erythema skin redness, Itching, Dry skin, Burning sensation at the site of application"
196,Anorelief Cream,Anal fissure,Anal irritation
197,Atorfit CV 10 Capsule,Heart attack prevention and high cholesterol,"Stomach pain, Diarrhea, Indigestion, Constipation, Headache, Dizziness, Muscle pain, Weakness, Increased glucose level in blood, Increased liver enzymes"
198,Allercet Cold Tablet,Common cold,"Vomiting, Dryness in mouth, Headache, Sleepiness, Fatigue, Constipation, Diarrhea"
199,AD 100mg Capsule,Diarrhea,"Vomiting, Dizziness, General discomfort, Headache"
200,Actrapid HM 100IU/ml Penfill,Diabetes,"Hypoglycemia low blood glucose level, Weight gain, Injection site reactions pain swelling redness, Cold sweat, Anxiety, Shakiness, Hunger pangs, Fast heart rate, Headache, Nervousness"
201,Arpizol 5 Tablet,"Schizophrenia, Mania","Akathisia inability to stay still, Anxiety, Blurred vision, Constipation, Dizziness, Fatigue, Headache, Increased saliva production, Indigestion, Insomnia difficulty in sleeping, Nausea, Parkinsonism, Restlessness, Sleepiness, Tremors, Vomiting"
202,Alkacip Syrup 100ml for Kidney &amp; Gout Stone,Gout,"Stomach pain, Tiredness, Diarrhea, Nausea, Vomiting, Frequent urge to urinate"
202,Alkacip Syrup 100ml for Kidney &amp; Gout Stone,Kidney stone,"Stomach pain, Tiredness, Diarrhea, Nausea, Vomiting, Frequent urge to urinate"
203,Azulix 2 MF Tablet PR,Type 2 diabetes mellitus,"Hypoglycemia low blood glucose level, Headache, Nausea, Diarrhea, Flatulence"
204,Azilide 500 Tablet,Bacterial infections,"Nausea, Abdominal pain, Diarrhea"
205,Atorlip 10 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
205,Atorlip 10 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
206,Augpen LB 625 Tablet,Bacterial infections,"Nausea, Diarrhea, Vomiting, Flatulence, Rash, Allergic reaction"
207,Aceclo Sera 100mg/325mg/15mg Tablet,Pain relief,"Nausea, Vomiting, Stomach pain, Indigestion, Heartburn, Loss of appetite, Diarrhea"
208,Amaryl MV 2mg Tablet SR,Type 2 diabetes mellitus,"Nausea, Diarrhea, Abdominal pain, Hypoglycemia low blood glucose level"
209,Acivir 200 DT Tablet,"Herpes, Simplex, Virus, Infections, Chickenpox, Herpes labialis, Shingles, Genital herpes infection","Headache, Dizziness, Vomiting, Nausea, Fatigue, Fever, Stomach pain, Diarrhea, Skin rash, Photophobia"
210,Amlip AT Tablet,Hypertension ,"Sleepiness, Headache, Ankle swelling, Flushing sense of warmth in the face ears neck and trunk, Slow heart rate, Palpitations, Nausea, Edema swelling, Constipation, Tiredness, Cold extremities"
211,Axcer  90mg Tablet,,"Bleeding, Breathlessness"
211,Axcer  90mg Tablet,heart attack and stroke,"Bleeding, Breathlessness"
212,Acitrom 3 Tablet,"Treatment and prevention of, Blood clots",Hemorrhage
213,Avas 10 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
213,Avas 10 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
214,Air 180 Tablet,Sneezing and runny nose due to allergies,"Headache, Drowsiness, Dizziness, Nausea"
214,Air 180 Tablet,Allergic conditions,"Headache, Drowsiness, Dizziness, Nausea"
215,Arcalion Tablet,"Fatigue, Alzheimer's disease","Skin rash, Anxiety, Headache"
216,Apigat 2.5 Tablet,"Treatment and prevention of, Blood clots","Anemia low number of red blood cells, Blood in urine, Bruise, Nausea, Nosebleeds, Hematoma"
217,Aquasurge  Eye Drop,Dry eyes,"Eye irritation, Burning eyes, Eye discomfort, Eye itching, Eye pain"
218,Aceclo Spas Tablet,Abdominal pain,"Diarrhea, Nausea, Vomiting, Dryness in mouth, Dizziness, Vertigo, Insomnia difficulty in sleeping, Hypotension low blood pressure, Fast heart rate, Sweating, Constipation, Indigestion, Abdominal pain, Increased liver enzymes"
219,Apdrops KT 0.4 Eye Drops BAK Free,Bacterial eye infections,"Conjunctivitis, Reduced visual acuity, Dry eye, Eye discomfort, Ocular hyperemia, Eye pain, Eye twitching, Subconjunctival hemorrhage, Transient stinging, Transient burning, Allergic reaction, Corneal edema, Iritis inflammation of the middle layer of the eye, Eye inflammation, Superficial keratitis, Eye infection, Fever, Cough, Infection, Otitis media infection of ear, Sore throat, Rash, Inflammation of the nose, Taste change"
220,Aciloc Injection,Gastroesophageal reflux disease ,"Headache, Diarrhea, Gastrointestinal disturbance"
220,Aciloc Injection,Peptic ulcer disease,"Headache, Diarrhea, Gastrointestinal disturbance"
221,Arcolane 2% Scalp Solution,Fungal skin infections,"Skin peeling, Application site reactions burning irritation itching and redness, Nausea, Vomiting, Abdominal pain, Increased liver enzymes, Application site redness, Itching, Diarrhea, Abnormal liver function tests, Adrenal insufficiency, Application site burning"
222,Amnurite  10 Tablet SR,Neuropathic pain,"Constipation, Difficulty in urination, Weight gain, Dryness in mouth, Orthostatic hypotension sudden lowering of blood pressure on standing, Drowsiness, Blurred vision, Increased heart rate"
223,Augpen -DS Suspension,"Resistant, Tuberculosis ","Abdominal pain, Allergy, Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
223,Augpen -DS Suspension,Bacterial infections,"Abdominal pain, Allergy, Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
224,Asthalin Respirator Solution,"Chronic obstructive pulmonary disease , Treatment and prevention of, Asthma","Tremors, Headache, Palpitations, Increased heart rate, Muscle cramp, Respiratory tract inflammation, Respiratory tract infection, Cough"
225,Atchol-F Tablet,High cholesterol,"Nausea, Stomach pain, Constipation, Flatulence, Headache, Muscle pain, Increased liver enzymes, Increased glucose level in blood"
225,Atchol-F Tablet,Heart attack,"Nausea, Stomach pain, Constipation, Flatulence, Headache, Muscle pain, Increased liver enzymes, Increased glucose level in blood"
226,Asthalin AX Syrup,Cough with mucus,"Nausea, Vomiting, Diarrhea, Upset stomach, Stomach pain, Allergic reaction, Dizziness, Headache, Rash, Hives, Tremors, Palpitations, Muscle cramp, Increased heart rate"
227,Alensol-D Tablet,Osteoporosis,"Headache, Musculoskeletal bone muscle or joint pain, Back pain, Indigestion, Diarrhea, Heartburn"
228,Atorva 80 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
228,Atorva 80 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
